SITE;Original ID;CID;RAG.TREATMENT;RAG.ORDER;INGFIRST;RAG.LOCAL1;RAG.DISTANT1;RAG.SELF2;RAG.DISTANT2;RAG.ORDER2;INGFIRST2;RAG.DISTANT3;RAG.OUTGROUP3;RAG.SELF4;RAG.OUTGROUP4;GA1;GA2;GA3;HONEST13;HONEST;DG.TREATMENT;DG.ORDER;ORDCODE;DIDRAG;DG.LOCAL1;DG.DISTANT1;DG.SELF2;DG.DISTANT2;DG.DISTANT3;DG.OUTGROUP3;DG.SELF4;DG.OUTGROUP4;GA1;GA2;GA3;DG.HONEST;SEX;AGE13;AGE;FAMILY;CHILDREN;FORMALED;HOUSEHOLD;MAT1;MAT2;MAT3;MAT4;BGPUNISH;BGSTLIMP;BGLIEIMP;BGMURDIMP;BGFEEL;BGSEE;BGREWARD;BGDIE;LGPUNISH;LGSTEALIMP;LGLIEIMP;LGMURDIMP;LGFEEL;LGSEE;LGREWARD;LGDIE;POLEVAL;CORELEMO;INGREMO;OUTGREMO;CORELSIM;OUTSIM
Sursurunga;255;443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1423;1;0;4;6;4;6;6;4;4;6;No;"Entertaining; and something about helping others";NA;0;1;22;22;1;0;8;8;1;0;1;1;1;2;2;2;1;1;3;1;0;0;0;0;1;1;1;0;2;5;3;5;-2;-2
Sursurunga;256;444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4321;4;0;4;6;0;10;3;7;0;10;"You always have to think of God and others when you have money; it's a reminder that you come last";To remind us to think of others first;NA;0;1;25;25;1;0;10;6;0;0;0;0;1;2;2;2;1;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;2;3;2;3;-2;0
Sursurunga;257;445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2341;2;0;5;5;5;5;5;5;5;5;No;Just a game for entertainment;NA;0;1;30;30;1;0;4;3;1;1;1;0;1;2;2;2;1;1;1;1;0;0;0;0;1;1;0;0;-2;4;3;4;-2;2
Sursurunga;258;446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4132;4;0;3;7;6;4;6;4;6;4;No;About helping people;NA;0;1;23;23;2;0;8;2;1;1;1;1;1;2;2;2;1;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;2;4;3;3;-1;1
Sursurunga;259;447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2413;2;0;5;5;5;5;5;5;5;5;No;Don't know;NA;0;0;25;25;2;0;3;2;1;0;1;1;1;2;2;2;1;1;4;1;1;1;1;1;1;1;1;0;2;4;3;5;1;2
Sursurunga;260;448;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2413;2;0;6;4;5;5;5;5;5;5;No;To help us with our life inside the church;NA;0;1;22;22;1;0;9;1;0;0;1;0;1;2;2;2;1;1;4;1;0;0;0;0;1;1;0;0;-2;5;3;1;-2;0
Sursurunga;261;449;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1342;1;0;4;6;7;3;5;5;7;3;Just like thinking about sharing and good feelings for others;To show how we share and our ideas about sharing;NA;0;0;24;24;2;1;10;4;0;0;0;1;1;2;2;3;1;1;2;1;1;1;1;0;1;0;0;0;0;5;3;1;-2;0
Sursurunga;262;450;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3124;3;0;4;6;4;6;5;5;5;5;Reminds me that there are always decisions to make when giving;To give us a clear understanding of distribution and sharing;NA;0;1;20;20;1;0;8;2;0;0;0;0;1;2;2;2;1;1;4;1;0;0;0;0;1;1;2;0;2;3;5;4;1;2
Sursurunga;263;451;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4123;4;0;4;6;9;1;8;2;7;3;Reminds me of budgeting and how to allocate money;Our mentality about how we think about ourselves and others;NA;0;1;37;37;2;4;10;6;1;1;1;1;1;0;0;0;1;1;1;1;NA;NA;NA;NA;1;1;1;0;2;5;2;4;-1;1
Sursurunga;264;452;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1324;1;0;5;5;5;5;6;4;5;5;"Helping others; helping the church";About helping the poor in the village;NA;0;1;34;34;2;3;6;5;1;1;1;1;1;2;2;2;1;1;4;1;0;NA;NA;NA;1;1;2;0;2;3;3;5;1;2
Sursurunga;265;453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3142;3;0;7;3;8;2;5;5;7;3;Poor people;So that you can help us here in the village;NA;0;1;40;40;2;4;8;6;0;0;0;0;1;2;2;2;1;1;4;1;1;NA;NA;NA;1;1;1;0;-1;4;5;3;1;1
Turkana;1;454;1;12;1;15;15;17;13;34;1;13;17;13;17;It reminds her of life concerning food;She doesn't understand the study;It showed her the game;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;20;20;1;0;0;8;0;0;0;0;1;2;1;4;1;1;2;1;0;1;1;1;0;NA;1;0;-2;2;3;2;2;1
Turkana;2;455;1;21;0;18;12;18;12;34;1;14;16;16;14;Yes, it reminds me of the game of stones thrown up and down to land on the palm of the hand (i.e., to find your accuracy);The game teaches money, meaning any work you do, you will get the result at the end;It shows whoever plays and feels thirsty should have a drink of water in the tent;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;54;54;2;5;0;7;1;1;1;1;1;4;4;4;1;1;2;1;0;0;0;0;0;NA;0;0;2;3;4;1;2;1
Turkana;3;456;1;12;1;24;6;25;5;43;0;8;22;28;2;The game reminds her to help one another in times of problems;The study tells the normal activities she used to play like gambling and counting stones;She does not understand the meaning of the items;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;35;35;2;6;0;8;0;0;0;1;1;2;2;4;1;1;3;1;1;2;2;4;0;NA;0;0;0;1;1;1;2;-2
Turkana;5;457;1;12;1;30;0;15;15;34;1;19;11;13;17;This refers to a town life that deals with money, but the comparison is like usual games of our own (i.e., moving stones or counting);The aim of the play is educating from the way you were to a certain capacity so that you don't remain the same;It is for water in the tent;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;49;49;2;8;1;15;0;0;0;0;1;2;2;3;1;1;2;1;0;1;0;0;0;NA;1;0;0;5;5;4;0;-1
Turkana;6;458;1;21;0;9;21;18;12;34;1;13;17;17;13;It doesn't make any sense to her;The study makes her get knowledge to handle matters wisely;The items she saw showed the word of God;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;18;18;1;0;0;3;0;0;1;0;1;4;2;4;1;1;1;1;1;2;2;2;1;NA;1;1;0;2;3;2;2;1
Turkana;9;459;2;12;1;21;9;22;8;34;1;23;7;4;26;Yes, the game makes me recall the game making small huts then playing a bead and the sand and the other player gets it right or not to find who has won;It enlightens on knowledge on how to go ahead or struggle in life;It show sthe holy word of God and we should live a Christian life;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;57;57;2;7;0;8;1;0;1;1;1;2;1;4;1;1;3;1;0;0;0;0;0;NA;0;0;0;3;4;1;1;0
Turkana;10;460;2;21;0;12;18;19;11;34;1;15;15;13;17;It reminds her to get money after the game;She is not able to say anything about the study;She cannot tell;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;65;65;2;3;0;5;0;0;1;1;1;2;2;3;1;1;2;1;1;1;1;2;1;NA;1;1;-2;2;4;1;2;1
Turkana;12;461;2;21;0;15;15;14;16;43;0;15;15;15;15;The game makes her remember something in her life;After the game, she thought about going to church.;The rosary she saw helps in worship;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;26;26;2;4;0;6;0;0;0;0;1;2;2;4;1;1;2;1;1;2;1;2;1;NA;1;0;-2;1;2;2;2;1
Turkana;13;462;2;12;1;16;14;15;15;34;1;17;13;15;15;The game she played doesn't remind her of anything;The study tells her some people are worshippers and some are not;The book she saw tells her its for writing;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;47;47;4;0;0;3;0;0;1;0;1;2;1;4;1;1;2;1;0;0;0;0;0;NA;0;0;0;2;4;1;2;-2
Turkana;14;463;2;21;0;15;15;15;15;34;1;18;12;12;18;The game doesn't remind him of anything in life.;the play to him means payment after playing;The items he saw tells him there's life because it's church material;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;53;53;2;6;0;8;0;0;0;0;1;2;2;3;1;1;1;0;1;1;1;1;0;NA;1;0;-2;1;2;1;1;-1
Turkana;17;464;1;12;1;15;15;NA;NA;34;1;16;14;15;15;The game reminds me of other activities that I used to do;The game may be helpful or not;Cups are for drinking from it, basin is for washing, bible is for the word of God;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;35;35;2;4;0;6;0;0;0;1;1;2;2;4;1;1;3;1;1;0;2;4;1;NA;1;0;-2;1;2;1;2;-2
Turkana;18;465;1;21;0;NA;NA;15;15;34;1;13;17;23;7;The game reminds him of during childhood he uased to play, and even now I do play, counting stones (ngikiles);The study refers to playing relay games (eweite) and traditional folk dancing;The item he saw tells him it's used for storing water for drinking;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;50;50;2;11;0;15;0;0;0;0;1;4;2;4;1;1;2;1;1;0;0;1;0;NA;2;1;0;3;4;2;2;1
Turkana;19;466;1;12;1;16;14;18;12;43;0;15;15;17;13;Yes, it reminds me of athe early childhood game (i.e., throwing a stone to a hole by children to get the winner.);It makes me to have proper understanding on decisions about my life;It is for anybody getting thirsty to drink water;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;50;50;2;5;0;6;0;0;1;1;1;2;1;4;1;1;2;1;0;0;0;0;0;NA;0;0;0;2;3;1;1;1
Turkana;21;467;1;12;1;15;15;15;15;34;1;14;16;15;15;The game makes her remember other similar games she used to play;She thinks is to gain the capacity to learn new games;It helps nothing for her.;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;21;21;1;0;0;8;0;0;0;0;1;4;4;4;1;1;2;1;0;0;0;0;0;NA;0;0;0;3;5;1;2;-2
Turkana;22;468;1;21;0;21;9;18;12;34;1;13;17;18;12;The game reminds him of something in life after playing it.;After learning about the game, he wishes to get something.;The playing cups helped to play and learn about the game.;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;63;63;2;7;0;9;0;0;0;0;1;2;2;4;1;1;1;1;1;2;1;2;1;NA;1;1;-1;1;2;1;2;-2
Turkana;24;469;1;21;0;13;17;18;12;43;0;15;15;14;16;It reminds her to gain new ideas like gathering firewood for sale;The study showed to her that there are non christians and christians;The symbol of the rosary showed her to go to church;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;30;30;2;4;1;6;1;1;0;0;1;3;3;2;1;1;3;1;0;0;0;0;0;NA;0;0;0;5;5;2;0;-1
Turkana;27;470;2;12;1;13;17;17;13;43;0;17;13;18;12;This reminds her of livelihood challenges;She does not think more about it.;The bible helps to know the word of God and to follow His teachings;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;35;35;2;6;0;8;0;0;0;0;1;3;3;4;1;1;2;1;1;2;2;3;1;NA;1;0;-2;4;1;1;2;1
Turkana;30;471;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;it shows the presence of God in the tent, which leads you not to lie while playing the game;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Turkana;31;472;2;12;1;16;14;12;18;43;0;15;15;12;18;Makes her to remember other games compared to this one;The game is helpful to her even in the future;The bible preaches to be good to all people and races;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;62;62;5;7;0;9;0;0;0;0;1;2;2;3;1;1;2;1;1;2;2;2;0;NA;1;0;-2;1;2;2;2;2
Turkana;32;473;2;21;0;14;16;15;15;43;0;14;16;17;13;Makes her remember the activities she used to play during past days.;It makes her learn some new skills in life;The bible teaches the word of God, and it makes us to live a holy life;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;36;36;2;6;0;8;0;0;0;0;1;2;2;4;1;1;3;1;1;1;1;2;0;NA;1;0;-2;2;4;1;1;2
Turkana;33;474;1;12;1;14;16;15;15;34;1;15;15;15;15;The game reminds her of two different people from different places:  one a Christian and the other a pagan;The game means to her normal studies that she used to do like Turkana cultural jumping or dancing or the stone counting (ngikiles);She suggested that each and every person to have them.;0;0;1;2143;2;1;5;5;6;4;5;5;6;4;Yes, it's a game which is played during rainy season whereby children go out to make small huts as their homes, and then they bring small camel dung to make their animals.;It educates on ways to handle what you have with carefulness so that you may attain wealth.;They help to store water for a drink.;0;0;49;49;2;8;0;10;0;0;0;0;1;3;3;4;1;1;3;1;1;2;2;4;0;NA;1;0;-2;3;4;3;1;2
Turkana;34;475;1;21;0;NA;NA;NA;NA;34;1;NA;NA;NA;NA;The game reminds him of normal games similar to this one.;The game makes him learn how to gain knowledge;The bible reminds him to go to church;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;44;44;2;2;0;4;0;0;0;0;1;4;3;4;1;1;3;1;1;1;0;0;0;NA;3;0;0;4;5;4;2;2
Turkana;35;476;1;12;1;12;18;16;14;43;0;15;15;NA;NA;Yes, we do play a stone game.  The much you have, the more animals you will acquire in future;It provides knowledge on how to make decisions;I can't decide what the water bottle was all about;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Turkana;36;477;1;21;0;16;14;17;13;43;0;18;12;15;15;It reminds her to know the way of learning and to do work like looking after animals;She doesn't know what it means to her;She doesn't understand what it means;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;24;24;2;4;2;24;0;0;0;0;1;2;2;3;1;1;2;1;1;1;1;1;0;NA;1;0;-2;2;3;1;2;-1
Turkana;37;478;1;12;1;26;4;28;2;34;1;28;2;29;1;Yes, it reminds me of a game of four maize seeds that were darkened on one side and the other side white, played by two people or more with money;It makes you gain strength on how to participate in a game in the future;It's there for the tent use;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;20;20;1;0;4;9;0;0;0;0;1;3;3;4;1;1;2;1;0;0;0;0;0;NA;0;0;-1;2;3;2;2;1
Turkana;39;479;1;12;1;12;18;25;5;43;0;9;21;19;11;Yes, it tells of the game of shaking stones in a gourd;It builds my thinking capacity in any game I play;It was for thirsty people who played in the tent;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;23;23;3;2;0;11;0;0;0;0;1;3;3;4;1;1;1;1;1;1;1;3;1;NA;1;1;-1;2;3;2;1;-1
Turkana;41;480;2;12;1;14;16;16;14;34;1;14;16;18;12;It makes her remember games she used to play;The game brings capability or knowledge to her;To be christian and to be going to church;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;31;31;2;5;0;6;0;0;0;0;1;3;3;4;1;1;3;1;1;2;2;2;0;NA;1;0;-2;2;4;2;2;-1
Turkana;42;481;2;21;0;14;16;15;15;34;1;15;15;16;14;Reminds him of what he used to do compared to this game;He thinks that learning has challenges and that everything needs hard work;The bible helps knowing God alone and doing what is right;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;46;46;2;6;0;8;0;0;0;0;1;3;3;4;1;1;2;1;1;2;1;2;0;NA;1;1;0;2;3;NA;2;-2
Turkana;43;482;2;12;1;14;16;14;16;43;0;16;14;16;14;The game doesn't remind her of anything in life;The study stells her to be steady in what she does like fetching clean water;She cannot tell;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;20;20;2;1;2;3;1;0;0;0;1;3;3;4;1;1;2;1;0;0;0;0;0;NA;0;0;0;5;3;1;2;-2
Turkana;44;483;2;21;0;19;11;18;12;43;0;13;17;17;13;The game reminds her to get knowledge;She doesn't know the meaning of the game;The materials she saw showed to pray to God and to follow Him alone;0;0;2;2134;2;1;5;5;8;2;4;6;7;3;Nothing;it tells me that it is good to share what you receive as salary;to worship God;0;0;18;18;2;0;0;5;0;1;1;1;1;2;4;4;1;1;2;1;1;0;0;0;0;NA;0;0;-2;2;4;2;1;-2
Turkana;45;484;2;12;1;14;16;14;16;34;1;16;14;18;12;It reminds her of similar games she used to play;She thinks this is a normal activity;To go to church;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;31;31;2;4;0;6;0;0;0;0;1;2;2;3;1;1;1;1;1;2;2;2;0;NA;1;0;-2;1;2;1;1;-1
Turkana;46;485;2;21;0;18;12;18;12;34;1;14;16;17;13;The game reminds him of the children's game, gambling game, and stone shaking;The study makes him think deep that life depends on your successes and failures;this tells him there is a Christian way of life, which the cross shows;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;30;30;2;4;1;6;0;0;0;0;1;3;3;4;1;1;2;1;0;0;0;0;0;NA;0;0;-2;5;4;1;2;2
Turkana;47;486;2;12;1;16;14;16;14;43;0;16;14;15;15;The game reminds her to honor God and her parents;The main aim of the study is to love your neighbour;She was not able to say;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;50;50;5;5;0;11;0;0;0;1;1;3;3;4;1;1;1;1;1;2;2;3;0;NA;1;1;0;2;4;2;1;-1
Turkana;48;487;2;21;0;18;12;16;14;43;0;15;15;14;16;It reminds him of struggling for life like going to school;The study makes him work hard as a herdsman;He did not understand what the items were that he described;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;35;35;1;0;0;5;0;0;0;0;1;3;3;4;1;1;3;1;1;4;4;4;0;NA;2;0;0;5;4;1;2;-2
Turkana;49;488;1;12;1;15;15;10;20;34;1;16;14;14;16;This reminds her of what she used to do during her childhood;She thinks she can gain skills from the game;This teaches the word of God;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;66;66;2;4;0;5;0;0;0;0;1;3;1;4;1;1;3;1;0;0;0;0;0;NA;0;0;0;3;4;2;2;2
Turkana;51;489;1;12;1;14;16;15;15;43;0;15;15;15;15;The game doesn't remind him of anything, unless you do it several times in order to get its aim;The study tells him the way of life, how to look after animals;The materials he saw are used for water (the plastic bottle) and the rosary is a church item.;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;19;19;1;0;0;18;0;0;1;1;1;3;1;4;1;1;2;1;0;0;0;0;0;NA;0;0;1;1;2;1;2;-2
Turkana;53;490;1;12;1;18;12;15;15;34;1;11;19;16;14;Reminds him of past games compared to the ones that he has played;This makes him capable and skillful in games;The bible teaches the word of God and going to church;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;35;35;2;4;0;6;0;0;0;0;1;2;2;4;1;1;2;1;1;2;2;2;1;NA;1;0;-2;2;3;4;1;-1
Turkana;54;491;1;21;0;15;15;16;14;34;1;NA;NA;15;15;The game reminds him of what he used to do that is similar to this game.;It makes him to know some skills in life as you live.;To learn the word of God and to become a Christian.;0;0;1;1243;1;1;3;7;6;4;6;4;6;4;Yes, it refers to a child chase game of sharpening sticks to make arrows for hunting;it builds the interest of understanding in every skill in any activity you do, i.e., cooking skills, blacksmith work;it's for participants when they are thirsty in the game tent;0;1;63;63;2;22;0;24;0;0;0;0;1;3;3;4;1;1;3;1;1;0;0;0;0;NA;0;0;0;4;5;1;1;-2
Turkana;55;492;1;12;1;11;19;18;12;43;0;13;17;17;13;She doesn't remember anything of this kind;She did not get the concept of the game;She cannot explain the meaning of the item she saw;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;24;24;2;1;1;9;1;1;1;1;1;3;1;1;1;1;3;1;1;3;0;0;0;NA;1;0;0;2;5;1;0;-1
Turkana;56;493;1;21;0;14;16;15;15;43;0;14;16;16;14;The game reminds her of the activities compared to what she used to do;Thinks that after learning or playing the game, she needs to gain or lose;The christian way of life is what it tells;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;18;18;1;0;0;6;0;0;0;0;1;3;2;4;1;1;3;1;0;0;1;0;0;NA;1;0;-2;5;4;1;2;-2
Turkana;57;494;2;12;1;15;15;22;8;34;1;13;17;8;22;It reminds her of nothing;She does not know;She said the rosary means worship;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;18;18;1;0;0;8;0;0;0;0;1;1;1;3;1;1;3;1;0;0;0;0;0;NA;0;0;0;4;5;1;0;-1
Turkana;59;495;2;12;1;14;16;14;16;43;0;16;14;15;15;The game reminds her of other activities played compared to others.;She thinks this will build in knowledge and skills;They teach her how to follow the word of God;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;35;35;2;3;0;7;0;0;0;0;1;3;2;4;1;1;2;1;0;0;0;0;0;NA;0;0;0;4;5;2;2;2
Turkana;60;496;2;21;0;17;13;15;15;43;0;12;18;14;16;The game is normal to her compared to other games;The game reminds her to get strength or skills to play;The bible helps to know the word of God and to go to church;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;56;56;5;3;0;3;0;0;0;0;1;2;2;3;1;1;1;1;1;2;2;2;1;NA;1;1;-2;1;2;1;2;1
Turkana;62;497;2;21;0;NA;NA;NA;NA;34;1;15;15;17;13;The game reminds her that life keeps changing in that she should do hard work;the study refers to her Christian way of life;The items she saw were meant for the game;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;65;65;2;8;0;21;0;0;0;0;1;2;2;4;1;1;2;1;1;1;1;2;0;NA;1;1;-2;3;4;2;2;-1
Turkana;63;498;2;12;1;NA;NA;20;10;43;0;NA;NA;13;17;Reminds her of other games like the ones she has played;She thinks this game is a learning process as it goes on;The bible carries the message of God to save her life and other people;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;46;46;2;2;0;4;0;0;0;1;1;2;2;4;1;1;2;1;1;1;1;2;0;NA;1;0;-2;1;2;1;2;-1
Turkana;64;499;2;21;0;10;20;19;11;43;0;15;15;18;12;He doesn't understand what the game reminds him about;It refers to a christian way of life, like helping one another;he doesn't know what those items tell him;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;21;21;1;0;0;10;0;0;0;0;1;3;3;4;1;1;3;1;1;2;2;3;1;NA;1;1;-2;1;3;1;2;1
Turkana;65;500;1;12;1;19;11;19;11;34;1;15;15;16;14;She doesn't understand the game;It is impossible to tell what it means;She did not know the meaning of the items she saw;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;70;70;5;0;0;4;0;0;1;1;1;3;2;4;1;1;1;1;0;2;0;2;0;NA;1;0;-2;3;4;3;2;2
Turkana;66;501;1;21;0;20;10;21;9;34;1;11;19;23;7;Yes, it reminds me of the stones of all colours which were arranged according to their colour then refers to the numbers of animals you have;The study tells on ways of achieving what you do not have and share with other people;It is a plastic container used to take water in the tent whenever thirsty;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;26;26;1;0;0;8;1;0;0;1;1;1;1;3;1;1;3;1;0;0;0;1;0;NA;0;0;-1;3;5;2;2;-2
Turkana;67;502;1;12;1;19;11;20;10;43;0;9;21;23;7;Yes, it reminds her of several play games she played once in life (i.e., stone shaking);It encourages her to pay attention in whatever I do to earn a living;They are the tent materials for bathing and drinking water;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;35;35;2;6;0;9;0;0;0;0;1;3;3;3;1;1;3;1;0;0;0;0;0;NA;0;0;0;4;5;1;0;-2
Turkana;68;503;1;21;0;18;12;16;14;43;0;10;20;20;10;The game reminds her of two people: a Christian and a non Christian;The main message of the study was to share problems wherever you should be;"The items she saw showed its purpose like a pen is for writing; a book is to write in";0;0;3;2143;2;1;5;5;8;2;1;9;2;8;We had a long time games, but this is too different because of using money;this is same as what we do to money distributed to other people when we receive Australian aid money;helps diviners determine people problems and ochre provides solution to it.;0;0;35;35;2;8;2;8;0;0;1;1;1;3;1;1;1;1;3;1;0;1;0;0;0;NA;1;0;-2;1;3;1;2;1
Turkana;69;504;1;12;1;22;8;25;5;34;1;4;26;27;3;Yes, it is a game compared to a girl child games that stones are gathered.  Whoever gains more means more wealth or animals;As you play this game with money, it refers to a town game which at the end, you earn money;the items were for the tent;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;18;18;1;0;1;6;1;0;0;0;1;2;1;1;1;1;3;1;0;0;0;0;0;NA;1;0;-2;1;2;1;-1;0
Turkana;70;505;1;21;0;15;15;15;15;34;1;18;12;9;21;The game makes him gain or lose.  It reminds him of other games.;He thinks after learning, he learns something like skills;The bible tells to follow the word of God and to worship Him.;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;31;31;1;0;0;10;0;0;1;1;1;4;4;4;1;1;3;1;1;3;2;4;1;NA;1;0;-1;1;2;1;1;-1
Turkana;71;506;1;12;1;16;14;14;16;43;0;16;14;17;13;He can't remember what the game is all about;This is a game of money, which makes work easier (you can buy animals, cars);These were the tent items / the basin was for washing;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;49;49;2;6;0;8;0;0;0;1;1;2;2;4;1;1;1;1;0;0;0;0;0;NA;0;0;-1;2;4;2;2;-1
